ttM,uM,fBT,hp,tcM,startR,branch,BvR_T,BvR_Cq%,BvR_Cs%,BvR_Tb%,SvA_T,SvA_WR%,SvR_T,SvR_WR%,WvR_T,WvR_WR%
10,14,10,3000,3,30,35,211.0,0,40,60,118.9,26.7,73.0,6.7,66.9,6.7
10,14,10,3000,3,30,40,186.4,0,47,53,111.4,56.7,79.4,63.3,79.9,16.7
10,14,10,3000,3,40,25,210.1,0,37,63,105.5,33.3,48.0,0.0,49.6,0.0
10,14,10,3000,3,40,30,159.9,0,57,43,120.9,16.7,54.8,0.0,54.1,0.0
10,14,10,3000,3,40,35,167.5,0,53,47,100.5,56.7,63.9,36.7,61.1,6.7
10,14,10,3000,3,40,40,160.1,0,57,43,105.5,63.3,61.0,50.0,72.4,16.7
10,14,10,3000,3,50,25,95.1,0,87,13,119.1,33.3,59.7,0.0,60.2,0.0
10,14,10,3000,3,50,30,77.9,0,93,7,124.9,23.3,60.5,3.3,60.1,3.3
10,14,10,3000,3,50,35,127.8,0,73,27,110.1,33.3,83.7,30.0,58.8,0.0
10,14,10,3000,3,50,40,111.3,0,80,20,122.5,63.3,84.7,16.7,61.9,3.3
10,14,10,3000,4,30,25,192.1,0,50,50,112.5,16.7,65.4,0.0,66.4,0.0
10,14,10,3000,4,30,30,196.0,0,50,50,113.9,13.3,82.6,3.3,69.5,0.0
10,14,10,3000,4,30,35,157.5,0,67,33,123.5,40.0,94.4,26.7,84.8,13.3
10,14,10,3000,4,30,40,172.8,0,60,40,125.3,66.7,128.1,60.0,111.7,46.7
10,14,10,3000,4,40,25,194.5,0,43,57,106.9,13.3,54.0,0.0,54.0,0.0
10,14,10,3000,4,40,30,162.8,0,57,43,121.6,30.0,56.8,0.0,60.9,0.0
10,14,10,3000,4,40,35,164.3,0,57,43,118.4,33.3,74.5,20.0,64.6,3.3
10,14,10,3000,4,40,40,202.3,0,43,57,106.8,43.3,77.7,53.3,76.9,20.0
10,14,10,3000,4,50,25,178.8,0,50,50,101.3,16.7,53.6,0.0,51.7,0.0
10,14,10,3000,4,50,30,160.4,0,60,40,115.2,23.3,56.9,0.0,52.8,0.0
10,14,10,3000,4,50,35,171.2,0,53,47,120.8,43.3,62.8,30.0,61.6,3.3
10,14,10,3000,4,50,40,161.4,0,57,43,109.2,53.3,71.7,56.7,75.2,26.7
10,14,10,3000,5,30,25,176.7,0,57,43,107.5,26.7,70.7,0.0,67.4,0.0
10,14,10,3000,5,30,30,203.6,0,47,53,113.9,46.7,76.5,3.3,73.2,3.3
10,14,10,3000,5,30,35,200.7,0,47,53,134.0,43.3,105.0,43.3,80.6,20.0
10,14,10,3000,5,30,40,221.2,0,37,63,119.7,50.0,115.7,43.3,106.1,33.3
10,14,10,3000,5,40,25,210.7,0,43,57,105.7,36.7,65.0,0.0,64.4,0.0
10,14,10,3000,5,40,30,200.9,0,50,50,113.3,13.3,75.1,6.7,65.3,0.0
10,14,10,3000,5,40,35,183.9,0,53,47,132.3,66.7,102.3,30.0,81.2,13.3
10,14,10,3000,5,40,40,190.2,0,50,50,130.6,46.7,101.4,40.0,95.5,30.0
10,14,10,3000,5,50,25,178.8,0,50,50,108.8,50.0,54.3,0.0,52.8,0.0
10,14,10,3000,5,50,30,170.7,0,53,47,121.2,16.7,58.1,0.0,59.4,0.0
10,14,10,3000,5,50,35,218.4,0,37,63,107.4,6.7,76.0,20.0,65.0,3.3
10,14,10,3000,5,50,40,156.7,0,60,40,113.0,40.0,76.8,23.3,71.3,20.0
10,14,12,1500,3,30,25,60.6,73,27,0,68.9,36.7,54.7,3.3,53.0,3.3
10,14,12,1500,3,30,30,60.3,77,23,0,71.5,20.0,57.2,0.0,58.5,10.0
10,14,12,1500,3,30,35,59.9,63,37,0,81.1,50.0,66.7,20.0,63.4,36.7
10,14,12,1500,3,30,40,62.1,80,20,0,76.6,33.3,74.7,53.3,66.5,63.3
10,14,12,1500,3,40,25,57.5,57,43,0,63.6,10.0,49.3,0.0,49.8,0.0
10,14,12,1500,3,40,30,57.3,63,37,0,71.2,20.0,52.0,0.0,55.0,0.0
10,14,12,1500,3,40,35,55.2,47,53,0,81.0,50.0,60.1,33.3,55.5,13.3
10,14,12,1500,3,40,40,63.6,47,50,3,74.6,60.0,62.4,66.7,58.2,30.0
10,14,12,1500,3,50,25,53.3,17,83,0,67.9,10.0,49.3,0.0,51.0,0.0
10,14,12,1500,3,50,30,53.3,10,90,0,69.4,6.7,50.5,0.0,52.1,0.0
10,14,12,1500,3,50,35,53.1,17,83,0,72.6,10.0,53.5,10.0,52.3,0.0
10,14,12,1500,3,50,40,52.8,13,87,0,55.0,63.3,49.4,83.3,51.4,6.7
10,14,12,1500,4,30,25,63.1,100,0,0,72.2,16.7,62.8,10.0,63.9,56.7
10,14,12,1500,4,30,30,71.9,97,0,3,72.1,26.7,67.0,13.3,69.0,26.7
10,14,12,1500,4,30,35,63.5,100,0,0,74.5,20.0,79.5,36.7,71.0,60.0
10,14,12,1500,4,30,40,63.7,100,0,0,85.0,56.7,86.5,43.3,69.9,96.7
10,14,12,1500,4,40,25,61.4,90,10,0,68.4,13.3,54.2,3.3,53.1,3.3
10,14,12,1500,4,40,30,60.4,67,33,0,76.6,30.0,58.2,3.3,59.3,16.7
10,14,12,1500,4,40,35,61.7,70,30,0,75.0,30.0,63.9,13.3,64.3,30.0
10,14,12,1500,4,40,40,61.0,67,33,0,69.1,16.7,71.8,36.7,65.2,76.7
10,14,12,1500,4,50,25,58.9,63,37,0,65.8,13.3,49.8,0.0,51.0,6.7
10,14,12,1500,4,50,30,58.4,60,40,0,65.8,16.7,55.7,0.0,55.3,3.3
10,14,12,1500,4,50,35,58.0,57,43,0,84.2,33.3,59.1,10.0,61.5,23.3
10,14,12,1500,4,50,40,58.4,50,50,0,87.6,50.0,65.2,50.0,63.3,53.3
10,14,12,1500,5,30,25,65.4,97,3,0,70.2,6.7,64.5,20.0,59.7,20.0
10,14,12,1500,5,30,30,64.9,100,0,0,74.2,23.3,69.2,3.3,66.1,40.0
10,14,12,1500,5,30,35,64.5,100,0,0,75.1,16.7,85.1,40.0,67.6,63.3
10,14,12,1500,5,30,40,65.0,97,3,0,71.3,13.3,97.0,70.0,75.9,80.0
10,14,12,1500,5,40,25,79.4,93,0,7,69.4,16.7,64.9,10.0,63.8,43.3
10,14,12,1500,5,40,30,63.9,100,0,0,69.7,16.7,66.6,3.3,67.7,43.3
10,14,12,1500,5,40,35,64.1,100,0,0,82.6,30.0,80.8,26.7,67.3,50.0
10,14,12,1500,5,40,40,71.4,97,0,3,92.3,56.7,95.1,50.0,66.8,96.7
10,14,12,1500,5,50,25,61.1,67,33,0,69.5,13.3,54.8,0.0,55.4,13.3
10,14,12,1500,5,50,30,69.3,73,23,3,72.7,16.7,58.7,3.3,58.6,23.3
10,14,12,1500,5,50,35,61.2,70,30,0,76.2,26.7,63.8,16.7,62.8,33.3
10,14,12,1500,5,50,40,61.7,80,20,0,69.6,13.3,68.3,23.3,65.3,73.3
10,14,12,2000,3,30,25,192.3,0,47,53,84.4,23.3,53.6,3.3,54.3,0.0
10,14,12,2000,3,30,30,195.7,0,43,57,84.5,20.0,59.1,3.3,56.7,0.0
10,14,12,2000,3,30,35,171.5,0,53,47,93.9,50.0,66.3,16.7,66.0,6.7
10,14,12,2000,3,30,40,188.3,0,47,53,89.0,30.0,78.4,33.3,73.6,13.3
10,14,12,2000,3,40,25,162.1,0,57,43,84.7,16.7,49.2,0.0,52.6,6.7
10,14,12,2000,3,40,30,170.6,0,53,47,78.8,26.7,53.7,0.0,54.8,3.3
10,14,12,2000,3,40,35,177.9,0,50,50,94.9,56.7,60.0,23.3,62.1,3.3
10,14,12,2000,3,40,40,185.7,0,47,53,88.5,56.7,60.2,50.0,74.4,20.0
10,14,12,2000,3,50,25,53.3,0,100,0,81.8,6.7,49.1,0.0,51.5,0.0
10,14,12,2000,3,50,30,53.3,0,100,0,87.8,20.0,51.5,3.3,50.2,0.0
10,14,12,2000,3,50,35,52.4,0,100,0,86.8,23.3,50.2,0.0,51.7,0.0
10,14,12,2000,3,50,40,52.1,0,100,0,73.7,36.7,49.0,83.3,52.9,6.7
10,14,12,2000,4,30,25,200.2,0,47,53,92.0,23.3,62.7,0.0,65.3,0.0
10,14,12,2000,4,30,30,178.5,0,57,43,80.8,13.3,67.9,3.3,71.5,20.0
10,14,12,2000,4,30,35,227.8,0,33,67,86.7,16.7,78.9,20.0,79.2,23.3
10,14,12,2000,4,30,40,186.1,0,53,47,100.9,60.0,96.2,83.3,76.5,46.7
10,14,12,2000,4,40,25,82.7,43,50,7,81.3,30.0,53.0,0.0,54.7,3.3
10,14,12,2000,4,40,30,72.8,27,70,3,84.2,23.3,56.3,3.3,59.1,0.0
10,14,12,2000,4,40,35,77.3,57,40,3,84.2,26.7,65.3,10.0,66.3,16.7
10,14,12,2000,4,40,40,82.3,43,50,7,84.8,23.3,68.2,16.7,69.5,20.0
10,14,12,2000,4,50,25,66.4,53,47,0,81.0,16.7,50.9,0.0,54.1,3.3
10,14,12,2000,4,50,30,82.0,50,43,7,80.4,13.3,57.4,0.0,57.4,3.3
10,14,12,2000,4,50,35,78.0,37,57,7,107.3,30.0,64.0,13.3,61.7,6.7
10,14,12,2000,4,50,40,85.2,33,57,10,93.6,40.0,66.0,33.3,66.3,16.7
10,14,12,2000,5,30,25,100.2,83,7,10,81.8,3.3,63.5,3.3,63.2,0.0
10,14,12,2000,5,30,30,114.9,77,7,17,86.2,23.3,69.1,6.7,70.2,6.7
10,14,12,2000,5,30,35,77.5,97,3,0,98.2,30.0,82.8,16.7,80.6,33.3
10,14,12,2000,5,30,40,84.8,90,7,3,92.5,43.3,94.9,56.7,89.5,46.7
10,14,12,2000,5,40,25,84.1,90,7,3,81.7,3.3,62.8,0.0,64.9,10.0
10,14,12,2000,5,40,30,90.9,87,7,7,83.1,16.7,74.4,10.0,67.5,10.0
10,14,12,2000,5,40,35,76.0,87,13,0,91.1,20.0,81.0,36.7,70.6,10.0
10,14,12,2000,5,40,40,77.1,87,13,0,95.5,50.0,101.5,43.3,83.9,43.3
10,14,12,2000,5,50,25,179.2,0,63,37,78.2,6.7,52.8,0.0,54.3,0.0
10,14,12,2000,5,50,30,172.9,0,53,47,84.4,30.0,57.5,0.0,59.3,3.3
10,14,12,2000,5,50,35,164.1,0,57,43,97.2,50.0,66.1,13.3,63.3,0.0
10,14,12,2000,5,50,40,193.5,0,47,53,94.2,30.0,75.1,20.0,72.3,23.3
10,14,12,2500,3,30,25,197.8,0,47,53,97.5,33.3,55.9,0.0,53.5,0.0
10,14,12,2500,3,30,30,140.6,0,67,33,100.6,36.7,60.1,3.3,60.6,6.7
10,14,12,2500,3,30,35,184.0,0,53,47,104.0,40.0,60.8,0.0,66.8,6.7
10,14,12,2500,3,30,40,171.5,0,53,47,105.7,36.7,88.8,50.0,79.0,16.7
10,14,12,2500,3,40,25,190.5,0,47,53,102.1,16.7,49.9,0.0,52.4,0.0
10,14,12,2500,3,40,30,161.7,0,57,43,95.2,26.7,52.4,0.0,55.0,0.0
10,14,12,2500,3,40,35,163.6,0,57,43,108.9,50.0,57.0,10.0,57.0,0.0
10,14,12,2500,3,40,40,186.8,0,47,53,94.4,80.0,65.5,63.3,77.1,23.3
10,14,12,2500,3,50,25,52.4,0,100,0,96.8,6.7,49.4,0.0,51.8,3.3
10,14,12,2500,3,50,30,54.0,0,100,0,106.6,16.7,50.9,0.0,55.5,6.7
10,14,12,2500,3,50,35,52.0,0,100,0,107.7,20.0,50.5,0.0,52.1,0.0
10,14,12,2500,3,50,40,58.0,0,100,0,69.2,56.7,49.0,90.0,52.8,3.3
10,14,12,2500,4,30,25,163.5,0,63,37,94.6,46.7,63.2,0.0,66.0,3.3
10,14,12,2500,4,30,30,204.1,0,47,53,95.3,26.7,67.3,3.3,69.5,3.3
10,14,12,2500,4,30,35,172.9,0,60,40,100.6,26.7,85.5,20.0,84.8,23.3
10,14,12,2500,4,30,40,220.0,0,43,57,112.1,56.7,99.9,60.0,93.0,46.7
10,14,12,2500,4,40,25,187.6,0,50,50,105.5,23.3,54.2,0.0,54.9,3.3
10,14,12,2500,4,40,30,147.8,0,63,37,102.6,36.7,57.4,0.0,58.3,0.0
10,14,12,2500,4,40,35,184.9,0,50,50,102.1,30.0,68.4,6.7,64.6,3.3
10,14,12,2500,4,40,40,182.1,0,53,47,108.0,33.3,92.2,36.7,70.3,10.0
10,14,12,2500,4,50,25,178.1,0,53,47,90.4,6.7,51.7,0.0,53.5,3.3
10,14,12,2500,4,50,30,178.0,0,50,50,93.4,23.3,54.7,0.0,56.1,0.0
10,14,12,2500,4,50,35,192.0,0,47,53,105.3,23.3,66.1,6.7,63.0,3.3
10,14,12,2500,4,50,40,189.7,0,50,50,102.8,63.3,74.0,36.7,62.9,3.3
10,14,12,2500,5,30,25,179.2,0,60,40,99.3,10.0,66.4,0.0,61.0,0.0
10,14,12,2500,5,30,30,152.6,0,70,30,104.3,23.3,71.6,0.0,68.0,0.0
10,14,12,2500,5,30,35,172.7,0,63,37,111.3,46.7,93.9,26.7,80.1,23.3
10,14,12,2500,5,30,40,169.0,0,63,37,109.6,26.7,106.3,60.0,87.2,40.0
10,14,12,2500,5,40,25,189.8,0,53,47,94.1,16.7,60.9,0.0,65.6,0.0
10,14,12,2500,5,40,30,216.0,0,43,57,91.4,13.3,71.0,3.3,68.9,6.7
10,14,12,2500,5,40,35,158.0,0,67,33,110.0,36.7,91.1,46.7,76.9,13.3
10,14,12,2500,5,40,40,183.2,0,53,47,122.8,56.7,102.1,53.3,84.2,40.0
10,14,12,2500,5,50,25,206.7,0,43,57,97.7,13.3,54.9,0.0,55.0,0.0
10,14,12,2500,5,50,30,161.1,0,60,40,97.5,26.7,58.9,0.0,59.3,0.0
10,14,12,2500,5,50,35,165.0,0,57,43,108.7,33.3,66.8,13.3,65.4,6.7
10,14,12,2500,5,50,40,180.5,0,50,50,100.7,16.7,73.9,30.0,74.2,10.0
10,14,12,3000,3,30,25,168.6,0,57,43,100.3,36.7,52.1,0.0,54.4,0.0
10,14,12,3000,3,30,30,163.0,0,60,40,104.8,43.3,57.6,0.0,60.2,0.0
10,14,12,3000,3,30,35,157.0,0,60,40,115.3,26.7,73.3,3.3,66.8,10.0
10,14,12,3000,3,30,40,182.0,0,50,50,119.1,30.0,82.8,26.7,68.0,0.0
10,14,12,3000,3,40,25,197.6,0,43,57,107.5,13.3,48.4,0.0,51.8,0.0
10,14,12,3000,3,40,30,155.6,0,60,40,99.9,30.0,53.1,0.0,54.7,0.0
10,14,12,3000,3,40,35,192.4,0,43,57,129.9,50.0,56.1,23.3,61.5,3.3
10,14,12,3000,3,40,40,180.8,0,50,50,104.6,56.7,69.9,36.7,64.9,3.3
10,14,12,3000,3,50,25,70.8,0,93,7,113.1,13.3,49.1,0.0,55.1,6.7
10,14,12,3000,3,50,30,54.3,0,100,0,114.4,6.7,51.4,0.0,51.6,0.0
10,14,12,3000,3,50,35,56.0,0,100,0,114.2,26.7,50.2,0.0,53.6,3.3
10,14,12,3000,3,50,40,57.8,0,100,0,80.1,63.3,49.0,96.7,52.1,0.0
10,14,12,3000,4,30,25,157.4,0,70,30,115.1,20.0,66.2,0.0,65.9,0.0
10,14,12,3000,4,30,30,227.1,0,37,63,118.4,30.0,71.0,0.0,69.4,0.0
10,14,12,3000,4,30,35,210.8,0,47,53,114.4,6.7,90.5,23.3,79.7,13.3
10,14,12,3000,4,30,40,184.9,0,57,43,121.2,46.7,110.9,56.7,102.8,33.3
10,14,12,3000,4,40,25,184.3,0,50,50,115.7,46.7,53.2,0.0,52.7,0.0
10,14,12,3000,4,40,30,162.0,0,60,40,114.0,16.7,57.3,0.0,59.9,0.0
10,14,12,3000,4,40,35,133.8,0,70,30,120.8,33.3,71.9,6.7,67.2,6.7
10,14,12,3000,4,40,40,180.2,0,53,47,115.7,26.7,78.0,16.7,76.6,10.0
10,14,12,3000,4,50,25,159.4,0,60,40,112.8,16.7,51.2,0.0,51.2,0.0
10,14,12,3000,4,50,30,150.8,0,63,37,105.2,26.7,60.8,0.0,57.5,0.0
10,14,12,3000,4,50,35,178.5,0,50,50,114.9,20.0,67.5,10.0,61.4,3.3
10,14,12,3000,4,50,40,212.6,0,37,63,123.2,43.3,72.7,43.3,67.0,10.0
10,14,12,3000,5,30,25,224.2,0,43,57,119.1,16.7,68.0,0.0,63.5,0.0
10,14,12,3000,5,30,30,187.0,0,53,47,116.3,20.0,71.3,0.0,70.4,0.0
10,14,12,3000,5,30,35,153.4,0,73,27,118.8,26.7,86.6,16.7,77.3,3.3
10,14,12,3000,5,30,40,208.9,0,43,57,129.2,46.7,115.0,40.0,89.2,26.7
10,14,12,3000,5,40,25,206.2,0,50,50,112.3,23.3,63.9,0.0,65.9,0.0
10,14,12,3000,5,40,30,212.4,0,40,60,110.8,20.0,71.1,3.3,66.8,0.0
10,14,12,3000,5,40,35,247.8,0,27,73,124.0,23.3,92.1,16.7,79.1,6.7
10,14,12,3000,5,40,40,189.7,0,53,47,128.2,76.7,108.5,40.0,88.3,16.7
10,14,12,3000,5,50,25,168.4,0,57,43,104.8,16.7,57.9,0.0,54.8,0.0
10,14,12,3000,5,50,30,182.3,0,53,47,108.7,33.3,60.3,0.0,62.4,0.0
10,14,12,3000,5,50,35,173.1,0,53,47,123.7,40.0,78.9,13.3,66.4,3.3
10,14,12,3000,5,50,40,183.4,0,50,50,117.1,30.0,97.6,26.7,79.3,6.7
10,14,14,1500,3,30,25,63.9,87,13,0,69.3,6.7,55.5,0.0,53.5,6.7
10,14,14,1500,3,30,30,63.7,83,17,0,78.2,40.0,58.0,0.0,59.0,16.7
10,14,14,1500,3,30,35,63.1,73,27,0,85.5,30.0,64.4,0.0,63.9,30.0
10,14,14,1500,3,30,40,63.9,90,10,0,74.7,26.7,71.0,30.0,65.7,66.7
10,14,14,1500,3,40,25,61.2,63,37,0,69.8,6.7,49.7,0.0,50.7,3.3
10,14,14,1500,3,40,30,59.8,60,40,0,71.4,26.7,54.6,0.0,55.0,3.3
10,14,14,1500,3,40,35,58.3,53,47,0,82.6,43.3,57.2,0.0,60.1,6.7
10,14,14,1500,3,40,40,65.6,37,60,3,87.6,53.3,53.1,46.7,65.4,36.7
10,14,14,1500,3,50,25,53.8,7,93,0,78.3,16.7,54.4,3.3,54.0,6.7
10,14,14,1500,3,50,30,54.2,10,90,0,81.8,23.3,52.5,0.0,54.0,10.0
10,14,14,1500,3,50,35,55.1,23,77,0,75.3,26.7,51.5,0.0,52.7,0.0
10,14,14,1500,3,50,40,54.0,17,83,0,69.9,20.0,54.0,3.3,52.8,0.0
10,14,14,1500,4,30,25,65.4,100,0,0,69.3,6.7,63.2,16.7,58.9,20.0
10,14,14,1500,4,30,30,73.3,97,0,3,84.5,6.7,74.5,10.0,67.0,40.0
10,14,14,1500,4,30,35,66.3,97,3,0,72.3,13.3,80.9,26.7,67.9,73.3
10,14,14,1500,4,30,40,80.8,93,0,7,84.8,40.0,95.5,43.3,76.0,86.7
10,14,14,1500,4,40,25,63.1,77,23,0,71.4,6.7,53.4,0.0,51.7,3.3
10,14,14,1500,4,40,30,71.2,77,20,3,72.4,23.3,58.1,0.0,59.8,13.3
10,14,14,1500,4,40,35,63.2,67,33,0,74.3,20.0,65.7,6.7,62.8,13.3
10,14,14,1500,4,40,40,63.1,70,30,0,71.3,3.3,79.7,43.3,69.2,66.7
10,14,14,1500,4,50,25,62.2,80,20,0,67.0,6.7,52.3,10.0,50.2,0.0
10,14,14,1500,4,50,30,61.1,67,33,0,79.7,16.7,55.9,3.3,55.3,10.0
10,14,14,1500,4,50,35,69.4,63,33,3,83.4,20.0,60.0,3.3,59.2,13.3
10,14,14,1500,4,50,40,62.2,73,27,0,87.1,36.7,66.1,43.3,64.3,40.0
10,14,14,1500,5,30,25,66.4,100,0,0,70.4,0.0,60.2,16.7,61.0,30.0
10,14,14,1500,5,30,30,67.2,97,3,0,78.2,23.3,69.9,10.0,69.2,46.7
10,14,14,1500,5,30,35,81.8,93,0,7,75.7,23.3,76.5,30.0,69.2,80.0
10,14,14,1500,5,30,40,67.0,97,3,0,80.4,30.0,86.6,46.7,72.1,80.0
10,14,14,1500,5,40,25,66.2,97,3,0,70.4,6.7,64.7,13.3,64.8,26.7
10,14,14,1500,5,40,30,65.7,100,0,0,76.8,26.7,68.4,10.0,68.2,50.0
10,14,14,1500,5,40,35,65.9,97,3,0,74.4,13.3,81.1,30.0,71.6,40.0
10,14,14,1500,5,40,40,66.5,97,3,0,84.6,40.0,94.2,50.0,70.7,90.0
10,14,14,1500,5,50,25,62.3,73,27,0,82.5,43.3,55.9,3.3,54.8,13.3
10,14,14,1500,5,50,30,70.7,80,17,3,70.6,13.3,57.8,0.0,59.3,20.0
10,14,14,1500,5,50,35,63.2,87,13,0,73.8,30.0,63.7,0.0,62.7,20.0
10,14,14,1500,5,50,40,70.0,60,37,3,84.3,43.3,83.5,50.0,74.3,46.7
10,14,14,2000,3,30,25,83.0,33,60,7,87.3,13.3,55.8,3.3,53.8,3.3
10,14,14,2000,3,30,30,93.4,40,50,10,87.5,23.3,60.4,6.7,59.0,6.7
10,14,14,2000,3,30,35,91.7,33,57,10,86.8,13.3,67.5,6.7,65.0,0.0
10,14,14,2000,3,30,40,75.6,30,67,3,90.2,33.3,79.5,30.0,67.9,6.7
10,14,14,2000,3,40,25,79.8,30,63,7,83.0,20.0,52.9,3.3,50.4,0.0
10,14,14,2000,3,40,30,64.7,40,60,0,93.4,36.7,54.2,0.0,56.4,6.7
10,14,14,2000,3,40,35,83.6,43,50,7,96.0,46.7,61.8,6.7,59.9,0.0
10,14,14,2000,3,40,40,81.1,43,50,7,96.8,63.3,61.7,36.7,68.2,0.0
10,14,14,2000,3,50,25,55.0,0,100,0,79.6,6.7,53.4,3.3,54.5,0.0
10,14,14,2000,3,50,30,56.7,0,100,0,84.9,20.0,51.5,0.0,54.2,0.0
10,14,14,2000,3,50,35,58.3,0,100,0,89.2,20.0,52.1,0.0,54.0,3.3
10,14,14,2000,3,50,40,54.2,0,100,0,86.2,16.7,53.7,3.3,55.1,3.3
10,14,14,2000,4,30,25,92.9,93,0,7,83.0,6.7,64.7,3.3,61.6,0.0
10,14,14,2000,4,30,30,107.0,77,13,10,83.1,13.3,70.6,3.3,69.0,6.7
10,14,14,2000,4,30,35,101.0,83,7,10,85.9,20.0,88.2,26.7,74.5,20.0
10,14,14,2000,4,30,40,107.7,87,0,13,96.3,33.3,90.8,40.0,80.9,53.3
10,14,14,2000,4,40,25,196.7,0,43,57,83.1,0.0,54.3,0.0,53.7,0.0
10,14,14,2000,4,40,30,229.4,0,30,70,85.2,30.0,57.9,0.0,58.5,0.0
10,14,14,2000,4,40,35,173.6,0,57,43,86.7,33.3,63.9,3.3,64.5,3.3
10,14,14,2000,4,40,40,155.9,0,63,37,90.4,26.7,73.0,30.0,74.2,20.0
10,14,14,2000,4,50,25,164.8,0,57,43,79.9,0.0,51.8,0.0,54.1,0.0
10,14,14,2000,4,50,30,178.7,0,57,43,81.8,10.0,56.0,3.3,57.7,3.3
10,14,14,2000,4,50,35,180.0,0,50,50,86.0,20.0,64.7,13.3,62.2,3.3
10,14,14,2000,4,50,40,203.1,0,43,57,98.8,46.7,69.0,26.7,66.3,0.0
10,14,14,2000,5,30,25,200.5,0,50,50,85.0,20.0,61.9,0.0,63.2,0.0
10,14,14,2000,5,30,30,177.1,0,63,37,83.2,20.0,72.6,0.0,73.0,10.0
10,14,14,2000,5,30,35,196.1,0,50,50,96.5,43.3,78.2,10.0,76.5,23.3
10,14,14,2000,5,30,40,173.7,0,63,37,93.4,33.3,94.6,46.7,83.3,60.0
10,14,14,2000,5,40,25,159.6,0,70,30,82.2,10.0,68.1,0.0,69.6,10.0
10,14,14,2000,5,40,30,194.2,0,50,50,87.3,20.0,67.4,0.0,69.2,3.3
10,14,14,2000,5,40,35,180.3,0,57,43,87.9,26.7,81.3,23.3,77.8,26.7
10,14,14,2000,5,40,40,178.4,0,57,43,99.4,50.0,89.9,50.0,80.0,36.7
10,14,14,2000,5,50,25,178.8,0,57,43,82.7,26.7,54.2,0.0,54.7,0.0
10,14,14,2000,5,50,30,180.3,0,53,47,86.4,23.3,58.2,0.0,59.7,6.7
10,14,14,2000,5,50,35,198.9,0,43,57,83.6,23.3,65.6,3.3,65.3,3.3
10,14,14,2000,5,50,40,158.0,0,60,40,95.8,46.7,69.9,16.7,69.7,6.7
10,14,14,2500,3,30,25,164.3,0,60,40,93.9,6.7,58.8,6.7,54.6,3.3
10,14,14,2500,3,30,30,166.8,0,57,43,96.9,43.3,57.5,0.0,60.2,0.0
10,14,14,2500,3,30,35,169.6,0,57,43,105.9,26.7,63.6,3.3,67.3,3.3
10,14,14,2500,3,30,40,160.6,0,60,40,109.5,40.0,84.5,30.0,70.3,6.7
10,14,14,2500,3,40,25,186.8,0,47,53,95.4,13.3,51.7,0.0,49.9,0.0
10,14,14,2500,3,40,30,171.1,0,53,47,106.8,26.7,53.5,0.0,55.3,0.0
10,14,14,2500,3,40,35,172.3,0,53,47,111.9,40.0,61.9,6.7,61.8,3.3
10,14,14,2500,3,40,40,156.8,0,60,40,105.2,63.3,66.9,30.0,63.0,3.3
10,14,14,2500,3,50,25,55.8,0,100,0,94.6,6.7,54.0,0.0,54.5,0.0
10,14,14,2500,3,50,30,56.4,0,100,0,102.2,13.3,53.0,0.0,55.0,0.0
10,14,14,2500,3,50,35,57.9,0,100,0,112.5,33.3,54.0,0.0,55.2,3.3
10,14,14,2500,3,50,40,57.3,0,100,0,104.5,30.0,55.5,6.7,55.1,0.0
10,14,14,2500,4,30,25,193.5,0,53,47,99.0,6.7,61.8,0.0,60.5,3.3
10,14,14,2500,4,30,30,189.2,0,53,47,101.7,16.7,72.3,0.0,70.0,0.0
10,14,14,2500,4,30,35,188.2,0,53,47,103.7,23.3,83.5,10.0,77.4,0.0
10,14,14,2500,4,30,40,191.4,0,53,47,115.3,36.7,109.3,50.0,91.5,26.7
10,14,14,2500,4,40,25,170.3,0,57,43,106.5,20.0,54.8,0.0,53.4,0.0
10,14,14,2500,4,40,30,193.5,0,47,53,95.2,30.0,59.0,0.0,59.9,3.3
10,14,14,2500,4,40,35,166.9,0,57,43,105.4,23.3,63.2,0.0,64.3,3.3
10,14,14,2500,4,40,40,205.7,0,40,60,102.4,26.7,75.5,16.7,68.8,3.3
10,14,14,2500,4,50,25,176.6,0,57,43,95.1,10.0,52.0,0.0,51.2,0.0
10,14,14,2500,4,50,30,185.2,0,50,50,100.5,20.0,54.0,0.0,59.8,3.3
10,14,14,2500,4,50,35,201.3,0,43,57,111.9,23.3,60.0,3.3,59.2,0.0
10,14,14,2500,4,50,40,182.8,0,50,50,114.4,46.7,77.0,23.3,64.6,3.3
10,14,14,2500,5,30,25,188.5,0,57,43,109.8,13.3,60.5,0.0,63.1,0.0
10,14,14,2500,5,30,30,175.7,0,60,40,95.4,20.0,69.6,0.0,71.5,0.0
10,14,14,2500,5,30,35,179.8,0,60,40,109.2,43.3,85.8,13.3,77.3,13.3
10,14,14,2500,5,30,40,195.8,0,50,50,106.1,26.7,104.5,40.0,85.5,23.3
10,14,14,2500,5,40,25,172.3,0,63,37,106.5,26.7,66.7,0.0,66.9,0.0
10,14,14,2500,5,40,30,176.8,0,63,37,103.6,13.3,67.9,0.0,68.4,0.0
10,14,14,2500,5,40,35,192.8,0,50,50,101.5,20.0,78.9,13.3,79.4,6.7
10,14,14,2500,5,40,40,198.4,0,50,50,112.7,56.7,100.9,60.0,83.8,20.0
10,14,14,2500,5,50,25,201.2,0,50,50,102.2,6.7,55.3,0.0,52.7,0.0
